Time,Imbalance Purchase Price,Imbalance,Solar,Wind,Consumption Total
28.04.2022/00:00,218.0,-87.136243,0.021555,117.563236,3302.870684
28.04.2022/01:00,215.0,-29.436734,0.024011,99.651442,3183.744925
28.04.2022/02:00,191.66,-49.353265,0.020975,87.767521,3153.540982
28.04.2022/03:00,193.76,-65.784445,0.020086,81.405671,3151.534957
28.04.2022/04:00,194.58,-57.828071,0.023002,118.215904,3210.434522
28.04.2022/05:00,190.0,28.286233,0.02424,149.659079,3282.326606
28.04.2022/06:00,190.0,-43.803255,0.116443,148.575946,3669.687939
28.04.2022/07:00,283.37,-121.610231,0.715542,89.471916,4108.953005
28.04.2022/08:00,295.73,-150.820601,2.480825,41.270241,4162.769283
28.04.2022/09:00,251.58,-71.69473,5.360043,52.074529,4036.651805
28.04.2022/10:00,184.0,-29.37978,8.390686,84.79825,3932.574868
28.04.2022/11:00,184.0,-75.834209,10.31456,85.0802,3839.254528
28.04.2022/12:00,229.73,-109.054855,10.603268,74.292729,3773.126909
28.04.2022/13:00,215.0,-27.395999,13.481835,48.940447,3712.697598
28.04.2022/14:00,205.0,-14.730267,14.699867,33.777244,3645.645964
28.04.2022/15:00,191.17,-9.967014,10.22631,35.892985,3621.91335
28.04.2022/16:00,196.62,-28.544955,6.318122,31.575119,3636.610369
28.04.2022/17:00,205.28,-29.68701,3.573596,40.59819,3610.579465
28.04.2022/18:00,239.0,-34.054638,1.806396,49.646239,3557.416841
28.04.2022/19:00,239.0,30.924598,0.583035,42.46461,3538.053255
28.04.2022/20:00,237.89,69.652688,0.064591,64.975089,3563.981855
28.04.2022/21:00,265.0,67.845473,0.025351,97.663465,3623.797975
28.04.2022/22:00,265.0,-33.219192,0.027103,65.977884,3553.90983
28.04.2022/23:00,239.0,2.901488,0.022023,65.264204,3359.917047
29.04.2022/00:00,215.5,45.110879,0.021746,81.946494,3177.297156
29.04.2022/01:00,209.0,105.433452,0.023469,88.28504,3066.169467
29.04.2022/02:00,196.24,96.474909,0.023499,60.537984,3013.492067
29.04.2022/03:00,196.93,113.13396,0.023558,47.856331,3019.167135
29.04.2022/04:00,199.14,136.293351,0.022808,45.370783,3066.283324
29.04.2022/05:00,206.6,108.687791,0.028138,33.792478,3167.085943
29.04.2022/06:00,219.36,120.958337,0.070263,25.655,3531.231895
29.04.2022/07:00,271.93,100.316807,0.34249,19.405471,3991.459871
29.04.2022/08:00,282.19,92.104471,1.752883,9.887224,4096.101434
29.04.2022/09:00,248.4,107.646275,5.879178,3.774919,4003.316433
29.04.2022/10:00,197.0,119.831034,11.338911,1.846927,3857.680401
29.04.2022/11:00,197.0,129.585793,16.394322,3.456956,3756.993009
29.04.2022/12:00,197.0,130.05346,17.548052,5.870525,3667.097483
29.04.2022/13:00,197.25,134.805266,15.220669,2.970148,3598.970943
29.04.2022/14:00,195.24,126.643943,13.702091,4.217975,3553.095483
29.04.2022/15:00,192.99,122.102952,10.188509,5.857975,3511.290304
29.04.2022/16:00,199.41,5.273894,7.497096,4.055979,3524.214335
29.04.2022/17:00,209.38,-102.417418,4.503971,0.339972,3513.815626
29.04.2022/18:00,221.77,-136.605399,1.541571,1.169,3510.320934
29.04.2022/19:00,221.76,-123.850153,0.206312,2.327956,3496.310597
29.04.2022/20:00,225.78,-103.93988,0.029248,3.842959,3470.20775
29.04.2022/21:00,226.81,11.219747,0.020009,10.634962,3457.351737
29.04.2022/22:00,223.81,51.453646,0.018983,17.665945,3361.894191
29.04.2022/23:00,209.19,116.94564,0.021868,13.645398,3222.347381
30.04.2022/00:00,201.79,-3.661899,0.020606,19.612927,3076.286726
30.04.2022/01:00,193.15,84.816602,0.02135,27.980245,2957.414484
30.04.2022/02:00,189.91,85.321234,0.025444,25.744994,2889.124181
30.04.2022/03:00,187.47,120.639186,0.020088,12.03485,2859.964891
30.04.2022/04:00,189.96,154.862463,0.021181,6.155287,2840.405227
30.04.2022/05:00,171.0,204.471659,0.021323,1.9283,2815.897709
30.04.2022/06:00,171.0,214.483508,0.155971,3.78275,2876.658465
30.04.2022/07:00,187.5,178.247275,1.321219,7.53903,2982.550735
30.04.2022/08:00,190.0,152.515476,5.095053,4.126379,3110.367842
30.04.2022/09:00,190.0,173.579876,10.44036,6.028297,3265.041666
30.04.2022/10:00,188.0,176.119035,14.841041,15.892957,3341.034232
30.04.2022/11:00,174.5,129.799041,15.582142,14.730931,3329.763345
30.04.2022/12:00,185.8,108.252242,10.701999,8.19376,3299.003179
30.04.2022/13:00,178.66,89.267473,8.940487,3.787823,3255.587503
30.04.2022/14:00,171.94,86.048459,7.42755,4.590894,3218.928383
30.04.2022/15:00,181.14,17.008209,7.008442,4.262919,3180.058139
30.04.2022/16:00,187.68,-16.454664,5.768499,3.090833,3167.247215
30.04.2022/17:00,196.13,25.392273,3.231057,2.849873,3197.048646
30.04.2022/18:00,190.0,1.143401,1.533774,1.860971,3214.306085
30.04.2022/19:00,195.5,25.771398,0.357655,1.82,3188.703779
30.04.2022/20:00,200.0,58.133999,0.047084,4.395,3169.864516
30.04.2022/21:00,200.0,-5.875576,0.019943,15.532961,3206.990694
30.04.2022/22:00,217.19,3.648791,0.020523,21.956946,3157.077278
30.04.2022/23:00,211.17,3.800125,0.021208,22.614945,3060.82322
01.05.2022/00:00,201.58,-53.688218,0.022401,25.151947,2948.086941
01.05.2022/01:00,200.03,-6.844887,0.021709,22.159947,2850.817759
01.05.2022/02:00,160.5,37.799555,0.023408,16.812545,2799.836914
01.05.2022/03:00,154.0,71.949521,0.022334,9.753723,2776.581477
01.05.2022/04:00,154.0,38.924713,0.02559,4.981151,2776.658694
01.05.2022/05:00,157.0,81.590447,0.022072,4.41785,2747.652333
01.05.2022/06:00,157.0,109.391019,0.170551,14.66855,2768.396863
01.05.2022/07:00,167.0,117.459252,1.105862,14.5394,2835.766452
01.05.2022/08:00,189.9,143.268752,3.636943,7.9289,2906.408826
01.05.2022/09:00,158.0,193.573663,8.190653,12.747005,3033.420935
01.05.2022/10:00,128.5,211.152507,14.583542,20.418768,3133.544406
01.05.2022/11:00,125.22,275.486288,20.991847,21.343191,3124.573627
01.05.2022/12:00,107.66,264.409379,19.683713,20.991421,3089.660169
01.05.2022/13:00,117.92,241.685179,14.515975,25.586094,3071.608217
01.05.2022/14:00,20.0,174.213464,12.346362,34.3634,3069.360358
01.05.2022/15:00,24.0,74.174787,12.540617,32.824252,3082.947062
01.05.2022/16:00,150.5,80.907883,12.446246,53.236376,3086.718203
01.05.2022/17:00,170.0,68.329379,6.966311,60.067236,3081.153021
01.05.2022/18:00,199.96,51.623784,2.917583,62.370319,3124.987926
01.05.2022/19:00,211.99,-5.073197,0.833402,76.98967,3178.734029
01.05.2022/20:00,219.06,10.95943,0.090737,85.460023,3224.927442
01.05.2022/21:00,219.88,-1.198621,0.020014,153.618557,3301.422426
01.05.2022/22:00,217.73,-16.688251,0.020565,175.724658,3280.478348
01.05.2022/23:00,192.5,4.472255,0.021256,146.468143,3120.115611
02.05.2022/00:00,189.5,-15.096965,0.021344,143.163865,2955.596031
02.05.2022/01:00,186.5,13.863227,0.020677,145.878646,2861.925097
02.05.2022/02:00,194.69,26.890861,0.020746,133.007043,2831.420318
02.05.2022/03:00,193.8,33.053095,0.021881,135.569174,2844.140014
02.05.2022/04:00,186.5,28.37142,0.025494,108.812497,2885.560096
02.05.2022/05:00,186.5,11.949942,0.023907,117.274727,3001.425998
02.05.2022/06:00,186.5,-66.209848,0.366632,99.669554,3388.230718
02.05.2022/07:00,200.5,-3.187876,1.752847,96.406795,3766.37643
02.05.2022/08:00,204.5,-24.360751,4.501756,68.007382,3823.154725
02.05.2022/09:00,204.5,-14.018826,7.978166,62.635302,3742.428422
02.05.2022/10:00,193.5,-41.118604,11.573997,89.178185,3660.682864
02.05.2022/11:00,197.01,-36.404546,12.278723,107.469971,3615.372319
02.05.2022/12:00,196.15,-7.396987,11.578497,158.99672,3609.480106
02.05.2022/13:00,199.0,18.7866,12.289769,171.367173,3561.764067
02.05.2022/14:00,194.0,5.335331,10.085162,149.289774,3531.766905
02.05.2022/15:00,193.06,-39.831656,8.619968,177.970807,3527.522046
02.05.2022/16:00,198.06,-35.503905,9.307714,168.416529,3523.974336
02.05.2022/17:00,205.91,-50.292058,7.672822,156.44677,3467.88782
02.05.2022/18:00,234.0,-81.516854,3.612809,129.377117,3399.450652
02.05.2022/19:00,239.0,-66.665438,0.933229,143.368203,3377.846716
02.05.2022/20:00,239.0,-7.479665,0.121885,157.847659,3402.604031
02.05.2022/21:00,250.0,-35.605661,0.018933,158.290406,3459.443829
02.05.2022/22:00,235.84,-58.498275,0.020221,175.227084,3413.622136
02.05.2022/23:00,224.56,-44.491249,0.018311,171.792442,3225.223978
03.05.2022/00:00,201.0,-43.292155,0.021801,187.972691,3036.24444
03.05.2022/01:00,193.32,-75.172717,0.020183,166.338041,2939.090952
03.05.2022/02:00,200.0,-64.988942,0.020505,161.777443,2896.756068
03.05.2022/03:00,200.0,-43.288097,0.01964,156.641643,2898.306
03.05.2022/04:00,150.5,-60.586563,0.021462,150.638889,2961.289997
03.05.2022/05:00,181.0,-32.49874,0.030733,153.757935,3081.055452
03.05.2022/06:00,212.65,-127.417428,0.359363,125.407881,3452.970204
03.05.2022/07:00,215.76,-100.052063,1.798314,70.717629,3819.555842
03.05.2022/08:00,229.99,-2.33205,5.132813,90.777221,3856.303234
03.05.2022/09:00,222.03,20.300274,10.193164,83.564421,3761.928363
03.05.2022/10:00,210.0,-24.567912,15.423426,38.582034,3687.416763
03.05.2022/11:00,210.0,-30.399749,18.724895,36.945504,3629.072147
03.05.2022/12:00,204.5,-18.805405,21.712135,24.701301,3596.885995
03.05.2022/13:00,199.95,-3.926549,22.266308,16.448404,3540.81888
03.05.2022/14:00,199.91,40.273252,20.593909,15.735492,3505.147078
03.05.2022/15:00,199.91,58.2806,17.313766,20.210987,3493.711268
03.05.2022/16:00,201.0,2.723674,12.926857,20.360977,3523.586713
03.05.2022/17:00,225.0,5.188028,7.484319,26.366967,3467.171598
03.05.2022/18:00,275.0,25.370563,3.455081,28.723964,3409.328892
03.05.2022/19:00,275.0,20.570905,0.834977,31.513261,3415.796953
03.05.2022/20:00,275.0,33.886275,0.066973,37.509851,3456.808211
03.05.2022/21:00,261.81,51.416379,0.017795,42.415296,3484.04441
03.05.2022/22:00,245.36,67.359835,0.017532,39.743718,3415.003294
03.05.2022/23:00,206.5,85.394741,0.020048,30.766589,3201.680628
04.05.2022/00:00,209.37,65.04281,0.02003,27.358886,3029.988018
04.05.2022/01:00,202.12,44.783429,0.020022,20.123485,2926.54354
04.05.2022/02:00,200.34,32.577013,0.018753,14.957186,2894.740816
04.05.2022/03:00,201.12,25.365678,0.02186,14.167432,2901.123611
04.05.2022/04:00,203.11,-2.995059,0.020742,16.843584,2941.857376
04.05.2022/05:00,212.68,5.383132,0.026146,22.014234,3043.338786
04.05.2022/06:00,238.81,20.215886,0.143896,38.047161,3462.764218
04.05.2022/07:00,239.48,39.718586,0.777586,59.322255,3888.91147
04.05.2022/08:00,260.43,23.481358,2.105843,51.095917,3953.104481
04.05.2022/09:00,237.54,-10.086753,4.585281,32.185825,3886.071023
04.05.2022/10:00,214.5,-7.963059,8.809626,27.285357,3779.118103
04.05.2022/11:00,209.29,13.905977,12.865189,40.564854,3671.892183
04.05.2022/12:00,204.64,34.081435,13.85825,64.308926,3611.251452
04.05.2022/13:00,208.57,48.185121,13.754322,72.720221,3560.915065
04.05.2022/14:00,208.57,83.358691,11.351877,96.499574,3519.155156
04.05.2022/15:00,221.5,10.610664,8.058155,121.492055,3521.938941
04.05.2022/16:00,221.5,-29.586249,5.663106,142.789827,3574.036912
04.05.2022/17:00,218.28,-88.881991,3.351745,149.594798,3560.600505
04.05.2022/18:00,241.98,27.083831,1.522188,134.487172,3480.343947
04.05.2022/19:00,266.9,26.033952,0.544856,110.472321,3445.295398
04.05.2022/20:00,272.49,190.04213,0.049696,129.800459,3471.928191
04.05.2022/21:00,239.01,143.835352,0.01869,159.781963,3506.783794
04.05.2022/22:00,226.02,158.987999,0.019718,182.222368,3424.189238
04.05.2022/23:00,219.67,183.171257,0.021397,155.248766,3175.386731
05.05.2022/00:00,215.09,117.375136,0.022259,155.672595,2939.671643
05.05.2022/01:00,205.11,101.652624,0.020519,117.615901,2827.530644
05.05.2022/02:00,194.0,94.592261,0.021038,95.036938,2768.487471
05.05.2022/03:00,189.0,172.049275,0.020195,110.840244,2754.834036
05.05.2022/04:00,184.0,198.652238,0.022349,118.036584,2756.139732
05.05.2022/05:00,195.5,249.007764,0.02744,113.891789,2847.585328
05.05.2022/06:00,190.0,245.071847,0.288202,99.017462,3220.250957
05.05.2022/07:00,255.06,227.29183,1.412796,89.875384,3646.815483
05.05.2022/08:00,210.0,227.357777,4.292831,67.164456,3709.2091
05.05.2022/09:00,210.0,215.579305,9.664972,64.673258,3616.623196
05.05.2022/10:00,203.0,121.662854,15.356569,51.201477,3538.700714
05.05.2022/11:00,201.0,98.314585,17.688079,53.308067,3450.128178
05.05.2022/12:00,201.0,38.495163,18.137556,72.958938,3417.97535
05.05.2022/13:00,195.0,40.717379,18.961566,71.458919,3364.071017
05.05.2022/14:00,189.0,32.75689,18.450765,53.462643,3347.796473
05.05.2022/15:00,189.0,-8.177375,17.962167,54.711788,3334.600542
05.05.2022/16:00,192.5,25.739567,13.580717,49.294762,3338.868559
05.05.2022/17:00,197.5,-6.4023,8.627735,45.933631,3280.777886
05.05.2022/18:00,201.0,144.834842,4.040589,38.818808,3224.370981
05.05.2022/19:00,201.0,145.86401,1.025687,44.157056,3203.687532
05.05.2022/20:00,201.0,117.677819,0.140854,34.418316,3225.395699
05.05.2022/21:00,201.0,81.450635,0.023377,56.90067,3282.23691
05.05.2022/22:00,203.0,13.032302,0.020686,49.004077,3253.4
05.05.2022/23:00,218.96,41.04727,0.021262,34.482463,3066.030206
06.05.2022/00:00,213.63,21.453691,0.022867,33.226305,2887.459801
06.05.2022/01:00,193.0,55.746704,0.022667,27.342856,2774.918642
06.05.2022/02:00,184.0,32.397044,0.021293,25.403224,2750.004367
06.05.2022/03:00,184.0,7.066713,0.024149,27.761548,2764.472533
06.05.2022/04:00,184.0,-35.760478,0.022393,19.040599,2782.750203
06.05.2022/05:00,188.0,1.280266,0.04189,10.949912,2870.175951
06.05.2022/06:00,194.5,83.317376,0.450334,18.842625,3223.614996
06.05.2022/07:00,208.0,63.393082,2.190183,19.512941,3599.158776
06.05.2022/08:00,267.0,106.444201,5.890481,30.600956,3679.298045
06.05.2022/09:00,250.0,137.731081,11.549933,25.778086,3596.567538
06.05.2022/10:00,233.6,25.426505,16.916527,35.990196,3527.92547
06.05.2022/11:00,220.0,37.205402,21.279225,55.392141,3424.759105
06.05.2022/12:00,201.44,-22.646156,23.262711,71.797955,3385.643384
06.05.2022/13:00,217.08,3.440588,20.827989,101.778737,3315.791983
06.05.2022/14:00,217.08,42.260599,18.815291,140.278631,3270.467852
06.05.2022/15:00,219.0,22.292238,14.44884,157.668635,3238.200588
06.05.2022/16:00,219.0,14.363174,9.056198,172.28757,3229.591407
06.05.2022/17:00,220.5,45.748575,3.781879,200.736568,3226.669121
06.05.2022/18:00,219.0,-18.414791,1.307501,189.143778,3200.15983
06.05.2022/19:00,200.5,26.235025,0.311912,178.90108,3159.235112
06.05.2022/20:00,197.5,41.803875,0.03287,168.242574,3085.014825
06.05.2022/21:00,190.0,147.521013,0.024145,164.538679,3036.903792
06.05.2022/22:00,184.5,204.963266,0.021984,173.602761,2951.833765
06.05.2022/23:00,169.5,220.484926,0.022306,183.019818,2809.823104
07.05.2022/00:00,170.0,179.019667,0.021087,172.923325,2645.245884
07.05.2022/01:00,170.0,162.280877,0.020738,147.576978,2518.497291
07.05.2022/02:00,180.0,199.228265,0.021545,121.771159,2445.204771
07.05.2022/03:00,141.17,188.113936,0.019802,101.866378,2421.357007
07.05.2022/04:00,141.17,198.262007,0.021025,134.142557,2442.181815
07.05.2022/05:00,141.17,267.410825,0.037813,176.97391,2412.124284
07.05.2022/06:00,155.0,260.608293,0.587123,171.144761,2468.175136
07.05.2022/07:00,188.0,196.70368,3.245124,151.884355,2585.384417
07.05.2022/08:00,192.0,142.028672,8.322313,150.494352,2790.015826
07.05.2022/09:00,199.63,194.503637,14.800132,136.421707,2981.24147
07.05.2022/10:00,197.57,87.186837,20.024001,97.606645,3069.244504
07.05.2022/11:00,195.47,54.755249,26.130075,84.408355,3056.14203
07.05.2022/12:00,192.52,34.341603,27.75737,83.285646,3031.935581
07.05.2022/13:00,200.91,-12.040615,25.854545,76.666487,2983.428421
07.05.2022/14:00,200.91,22.884054,20.679852,97.803025,2948.361922
07.05.2022/15:00,101.56,-26.106076,14.202224,84.886243,2941.258531
07.05.2022/16:00,176.05,-15.80024,16.083005,81.517958,2933.735433
07.05.2022/17:00,179.0,56.440836,11.308882,92.302238,2932.631889
07.05.2022/18:00,185.0,73.736675,5.976218,97.565837,2923.319058
07.05.2022/19:00,201.74,32.424373,2.106365,86.681873,2911.304289
07.05.2022/20:00,205.81,92.633453,0.274648,109.435471,2897.143847
07.05.2022/21:00,205.7,33.986039,0.025703,82.006303,2928.855395
07.05.2022/22:00,220.5,-13.497428,0.023858,101.187999,2941.979706
07.05.2022/23:00,216.0,-85.064925,0.023845,110.308853,2869.25253
08.05.2022/00:00,199.36,40.090925,0.024857,108.009486,2766.625633
08.05.2022/01:00,194.61,39.418622,0.022626,104.664885,2696.946615
08.05.2022/02:00,170.0,75.586997,0.023468,122.637391,2665.19361
08.05.2022/03:00,170.0,85.95761,0.02242,143.189439,2679.311876
08.05.2022/04:00,186.92,99.404438,0.023041,168.814642,2693.773652
08.05.2022/05:00,186.81,59.299267,0.062834,129.925946,2675.759047
08.05.2022/06:00,185.89,48.079021,1.057889,89.741284,2683.326646
08.05.2022/07:00,189.13,110.020002,4.007667,76.241971,2688.775702
08.05.2022/08:00,208.0,119.445637,9.446805,73.477219,2778.712425
08.05.2022/09:00,208.0,123.577601,16.184599,77.490631,2923.449343
08.05.2022/10:00,186.5,56.851773,22.711461,49.784024,3031.127573
08.05.2022/11:00,186.5,11.704721,27.624297,23.968749,3046.087981
08.05.2022/12:00,149.12,-10.448587,29.979323,12.222003,3017.635041
08.05.2022/13:00,146.82,8.159121,30.903365,10.33483,2970.295463
08.05.2022/14:00,98.0,62.977099,29.700608,13.322449,2929.110671
08.05.2022/15:00,50.0,56.239256,25.993975,3.781091,2928.158387
08.05.2022/16:00,100.0,32.75104,19.510134,2.012973,2936.691801
08.05.2022/17:00,151.0,41.630238,12.201772,2.828125,2947.825959
08.05.2022/18:00,175.0,58.607897,5.81917,5.491162,2957.364834
08.05.2022/19:00,199.58,60.953522,1.661747,14.695296,2983.938823
08.05.2022/20:00,220.0,-1.669643,0.156631,29.299719,3036.200611
08.05.2022/21:00,235.0,54.597657,0.025886,64.635271,3109.305954
08.05.2022/22:00,235.0,61.217997,0.024128,137.927811,3103.347745
08.05.2022/23:00,216.5,100.147357,0.023708,159.737616,2937.632248
09.05.2022/00:00,189.0,173.224481,0.169139,158.290153,2770.710874
09.05.2022/01:00,180.5,168.922872,0.166887,169.219261,2669.799204
09.05.2022/02:00,157.0,110.362963,0.168938,174.773295,2638.749829
09.05.2022/03:00,155.0,65.800935,0.169182,146.450995,2651.618397
09.05.2022/04:00,155.0,78.79207,0.168578,129.927241,2679.162101
09.05.2022/05:00,180.0,138.099458,0.179933,123.725141,2770.742293
09.05.2022/06:00,180.0,50.569524,0.540703,121.244738,3165.051046
09.05.2022/07:00,197.0,42.558779,2.105218,100.062389,3590.681029
09.05.2022/08:00,205.0,52.768905,5.39543,49.538303,3642.559008
09.05.2022/09:00,217.28,28.518556,10.253734,40.877697,3563.377541
09.05.2022/10:00,199.95,34.752225,17.138126,43.425604,3494.785122
09.05.2022/11:00,174.0,110.930628,22.863432,63.36714,3430.145367
09.05.2022/12:00,164.0,76.872071,25.732236,98.099949,3406.863996
09.05.2022/13:00,164.0,110.784744,27.090151,142.016944,3367.485665
09.05.2022/14:00,164.0,129.566524,25.365938,181.879681,3338.760579
09.05.2022/15:00,190.97,107.905814,19.92286,193.599729,3315.25506
09.05.2022/16:00,194.94,83.77621,11.402049,202.256713,3337.245095
09.05.2022/17:00,199.92,7.564825,8.119387,199.871076,3325.92908
09.05.2022/18:00,191.0,37.428745,3.987214,213.107094,3256.247785
09.05.2022/19:00,191.0,-13.202672,0.667046,196.403729,3252.853679
09.05.2022/20:00,201.89,38.922364,0.196321,196.359017,3276.003866
09.05.2022/21:00,191.0,44.242336,0.167869,191.668102,3286.54689
09.05.2022/22:00,182.0,87.978988,0.168182,211.55133,3192.745732
09.05.2022/23:00,167.5,192.549571,0.16687,213.093202,2943.710586
10.05.2022/00:00,153.5,127.833947,0.168596,216.979938,2712.562891
10.05.2022/01:00,153.5,133.92434,0.168283,221.210842,2567.394773
10.05.2022/02:00,153.5,142.055364,0.168856,221.583723,2492.562505
10.05.2022/03:00,136.0,172.849594,0.167993,215.603713,2459.459996
10.05.2022/04:00,139.0,173.450443,0.168723,196.920722,2466.9898
10.05.2022/05:00,177.0,87.387928,0.169572,192.485143,2539.68439
10.05.2022/06:00,184.15,171.443982,0.184091,201.026508,2921.553343
10.05.2022/07:00,196.03,117.498082,0.353487,194.773434,3403.685533
10.05.2022/08:00,198.65,134.659781,0.720747,190.099034,3561.257915
10.05.2022/09:00,195.54,51.836627,1.46166,177.715732,3576.519042
10.05.2022/10:00,189.1,2.607388,1.107934,177.371683,3592.580853
10.05.2022/11:00,181.03,-82.642366,0.786275,191.607705,3622.351697
10.05.2022/12:00,141.5,-24.92819,0.747461,210.319756,3665.800783
10.05.2022/13:00,141.5,-102.234458,0.729798,216.622029,3657.73668
10.05.2022/14:00,136.0,-137.480119,0.836572,222.506768,3659.443864
10.05.2022/15:00,140.0,-108.075925,0.736165,225.644494,3663.284558
10.05.2022/16:00,179.5,-197.154664,0.586088,220.485608,3700.032668
10.05.2022/17:00,200.0,-132.000363,0.433858,200.057561,3673.082514
10.05.2022/18:00,212.0,-132.624262,0.451681,194.153534,3604.379727
10.05.2022/19:00,212.0,-110.975202,0.406894,159.635735,3540.704359
10.05.2022/20:00,204.0,-65.590137,0.218594,173.502728,3468.81151
10.05.2022/21:00,196.2,12.273278,0.168551,164.150714,3403.91536
10.05.2022/22:00,195.76,-35.958086,0.165217,133.294561,3322.116704
10.05.2022/23:00,165.0,-19.535787,0.166589,135.490462,3117.314672
11.05.2022/00:00,160.0,-4.700824,0.16608,139.339012,2909.619521
11.05.2022/01:00,161.0,-2.852564,0.166909,132.501513,2780.085256
11.05.2022/02:00,161.5,-27.011896,0.165917,135.871961,2728.852338
11.05.2022/03:00,174.35,-34.072305,0.166456,122.270163,2730.78216
11.05.2022/04:00,174.51,-6.660286,0.166423,123.960411,2749.421389
11.05.2022/05:00,180.68,58.961423,0.196679,129.486343,2816.160216
11.05.2022/06:00,198.5,132.653435,0.5249,121.652187,3178.575642
11.05.2022/07:00,210.5,84.329015,1.866324,104.392882,3595.699485
11.05.2022/08:00,210.5,86.320158,5.572509,87.066404,3642.968038
11.05.2022/09:00,197.5,119.903976,9.628831,74.051833,3564.831389
11.05.2022/10:00,172.14,102.309425,11.635103,98.13576,3494.777924
11.05.2022/11:00,155.99,41.888108,9.077762,137.495175,3490.696566
11.05.2022/12:00,143.02,-38.651613,6.332455,171.028433,3535.248203
11.05.2022/13:00,155.16,23.903917,4.489378,175.733017,3558.234917
11.05.2022/14:00,8.0,21.610104,4.175089,182.665351,3585.951353
11.05.2022/15:00,11.0,22.050195,6.526482,175.750774,3583.115474
11.05.2022/16:00,149.62,-62.858352,5.619008,146.914623,3566.791091
11.05.2022/17:00,167.83,1.578399,4.495704,158.290127,3533.393353
11.05.2022/18:00,175.45,-6.122821,2.418192,166.925154,3470.825843
11.05.2022/19:00,181.64,35.915925,0.832449,176.265554,3413.779847
11.05.2022/20:00,188.58,54.998227,0.241676,180.770527,3397.591217
11.05.2022/21:00,175.5,48.383587,0.165703,184.960866,3384.051147
11.05.2022/22:00,189.93,-2.62739,0.165429,214.596861,3330.407039
11.05.2022/23:00,187.34,83.139865,0.165148,217.016814,3121.930193
12.05.2022/00:00,171.15,38.820409,0.16037,175.599259,2911.816906
12.05.2022/01:00,152.98,-0.484846,0.160651,145.066459,2803.051414
12.05.2022/02:00,144.49,33.699136,0.160796,151.518858,2762.449339
12.05.2022/03:00,150.01,81.420566,0.162162,140.48779,2732.193697
12.05.2022/04:00,104.0,126.522654,0.163036,151.071708,2722.25232
12.05.2022/05:00,103.0,147.897093,0.199017,134.339288,2779.051343
12.05.2022/06:00,129.0,200.708094,0.753377,155.900134,3124.532757
12.05.2022/07:00,182.87,140.285607,2.992419,77.439034,3506.58638
12.05.2022/08:00,182.19,139.850003,7.536543,67.182007,3576.752197
12.05.2022/09:00,159.0,124.088155,12.773562,64.233428,3532.87994
12.05.2022/10:00,170.13,49.214665,13.812192,76.234337,3486.154799
12.05.2022/11:00,178.0,-93.714805,13.747177,92.023378,3461.552807
12.05.2022/12:00,176.0,-121.991962,12.871745,88.547137,3446.785759
12.05.2022/13:00,181.0,-158.580233,12.923271,113.733574,3446.138772
12.05.2022/14:00,181.0,-105.360517,13.778334,133.897432,3423.0248
12.05.2022/15:00,162.5,-80.399114,15.011288,128.808431,3392.651584
12.05.2022/16:00,156.34,-125.593757,13.220732,89.844257,3377.74779
12.05.2022/17:00,164.2,-45.004373,8.782131,73.812435,3336.11614
12.05.2022/18:00,170.05,12.837484,5.012453,76.286671,3278.878604
12.05.2022/19:00,175.86,10.058575,1.828273,69.391669,3240.983801
12.05.2022/20:00,178.6,59.378888,0.383857,68.49457,3232.447213
12.05.2022/21:00,182.29,105.72626,0.161043,75.308306,3249.773136
12.05.2022/22:00,182.08,-12.451915,0.163725,83.54076,3232.075765
12.05.2022/23:00,180.11,-18.33018,0.157655,85.683812,3054.535533
13.05.2022/00:00,177.35,-25.146481,0.16099,57.640312,2850.580133
13.05.2022/01:00,176.42,7.39657,0.020334,55.28432,2711.261015
13.05.2022/02:00,175.19,24.164673,0.033604,38.010919,2641.122262
13.05.2022/03:00,169.33,2.000134,0.020653,35.204099,2631.433535
13.05.2022/04:00,170.8,38.857149,0.020792,38.595649,2623.069547
13.05.2022/05:00,156.0,50.188614,0.088538,63.791645,2716.550141
13.05.2022/06:00,166.5,108.349552,0.710729,51.495206,3051.236043
13.05.2022/07:00,181.48,88.834067,2.671707,40.239882,3454.359993
13.05.2022/08:00,181.89,85.172564,5.197799,30.955949,3574.561147
13.05.2022/09:00,180.01,87.614856,8.527496,49.240346,3561.108485
13.05.2022/10:00,170.07,-113.950066,12.646661,70.517084,3496.445546
13.05.2022/11:00,160.65,41.980417,14.239676,122.749998,3443.893623
13.05.2022/12:00,144.16,-7.867299,9.578246,129.408197,3453.682206
13.05.2022/13:00,62.44,-37.708313,7.358788,165.460074,3437.275198
13.05.2022/14:00,174.0,-141.706696,8.575398,161.946692,3470.11449
13.05.2022/15:00,174.0,-157.046776,8.60984,197.472061,3433.901653
13.05.2022/16:00,174.0,-158.452761,6.596009,189.566977,3436.798406
13.05.2022/17:00,174.0,-175.288689,2.789799,145.132659,3418.866868
13.05.2022/18:00,149.98,-94.539436,0.626468,171.243363,3372.120642
13.05.2022/19:00,126.0,-42.747771,0.152129,179.014563,3337.755631
13.05.2022/20:00,114.0,-57.286906,0.027104,157.001573,3270.372082
13.05.2022/21:00,114.0,-5.234439,0.036325,185.597826,3189.857154
13.05.2022/22:00,114.0,-36.567285,0.030345,162.519709,3115.756817
13.05.2022/23:00,114.0,-23.464799,0.020223,144.410831,2967.975114
