Date/Hour CET/CEST;Date/Hour UTC;MBA;Consumption Total;Metered;Profiled;Flex
14.01.2022/05:00;14.01.2022/04:00;NO1;4155,077059;4132,126677;22,950382;
14.01.2022/06:00;14.01.2022/05:00;NO1;4690,101883;4660,335443;29,76644;
14.01.2022/07:00;14.01.2022/06:00;NO1;5251,1197;5217,022527;34,097173;
14.01.2022/08:00;14.01.2022/07:00;NO1;5494,238517;5460,382749;33,855768;
14.01.2022/09:00;14.01.2022/08:00;NO1;5475,844941;5443,030083;32,814858;
14.01.2022/10:00;14.01.2022/09:00;NO1;5423,927792;5391,923773;32,004019;
14.01.2022/11:00;14.01.2022/10:00;NO1;5341,501222;5310,151484;31,349738;
14.01.2022/12:00;14.01.2022/11:00;NO1;5262,150185;5231,177153;30,973032;
14.01.2022/13:00;14.01.2022/12:00;NO1;5165,23483;5135,254414;29,980416;
14.01.2022/14:00;14.01.2022/13:00;NO1;5148,486085;5118,548188;29,937897;
14.01.2022/15:00;14.01.2022/14:00;NO1;5250,77666;5220,268816;30,507844;
14.01.2022/16:00;14.01.2022/15:00;NO1;5459,36211;5426,080082;33,282028;
14.01.2022/17:00;14.01.2022/16:00;NO1;5507,810322;5472,847702;34,96262;
14.01.2022/18:00;14.01.2022/17:00;NO1;5451,632162;5416,433723;35,198439;
14.01.2022/19:00;14.01.2022/18:00;NO1;5357,717236;5322,88192;34,835316;
14.01.2022/20:00;14.01.2022/19:00;NO1;5206,426995;5171,577363;34,849632;
14.01.2022/21:00;14.01.2022/20:00;NO1;5043,10444;5009,778621;33,325819;
14.01.2022/22:00;14.01.2022/21:00;NO1;4885,865963;4855,034885;30,831078;
14.01.2022/23:00;14.01.2022/22:00;NO1;4766,424378;4736,485982;29,938396;
15.01.2022/00:00;14.01.2022/23:00;NO1;4611,252017;4581,227085;30,024932;
15.01.2022/01:00;15.01.2022/00:00;NO1;4518,672586;4489,001198;29,671388;
15.01.2022/02:00;15.01.2022/01:00;NO1;4449,46917;4420,797506;28,671664;
15.01.2022/03:00;15.01.2022/02:00;NO1;4396,497204;4367,569525;28,927679;
15.01.2022/04:00;15.01.2022/03:00;NO1;4379,674692;4350,637774;29,036918;
15.01.2022/05:00;15.01.2022/04:00;NO1;4435,188419;4407,107081;28,081338;
15.01.2022/06:00;15.01.2022/05:00;NO1;4584,175293;4553,862646;30,312647;
15.01.2022/07:00;15.01.2022/06:00;NO1;4743,608994;4712,244519;31,364475;
15.01.2022/08:00;15.01.2022/07:00;NO1;4940,409688;4908,519199;31,890489;
15.01.2022/09:00;15.01.2022/08:00;NO1;5122,038361;5091,164401;30,87396;
15.01.2022/10:00;15.01.2022/09:00;NO1;5272,873799;5241,053405;31,820394;
15.01.2022/11:00;15.01.2022/10:00;NO1;5319,38041;5287,256059;32,124351;
15.01.2022/12:00;15.01.2022/11:00;NO1;5364,521677;5331,037954;33,483723;
15.01.2022/13:00;15.01.2022/12:00;NO1;5360,486452;5327,14335;33,343102;
15.01.2022/14:00;15.01.2022/13:00;NO1;5316,028613;5283,038535;32,990078;
15.01.2022/15:00;15.01.2022/14:00;NO1;5296,432054;5263,815816;32,616238;
15.01.2022/16:00;15.01.2022/15:00;NO1;5450,963361;5416,298003;34,665358;
15.01.2022/17:00;15.01.2022/16:00;NO1;5574,860534;5538,567265;36,293269;
15.01.2022/18:00;15.01.2022/17:00;NO1;5593,149088;5554,212944;38,936144;
15.01.2022/19:00;15.01.2022/18:00;NO1;5440,389265;5402,227566;38,161699;
15.01.2022/20:00;15.01.2022/19:00;NO1;5267,871586;5231,294056;36,57753;
15.01.2022/21:00;15.01.2022/20:00;NO1;5120,097371;5084,061428;36,035943;
15.01.2022/22:00;15.01.2022/21:00;NO1;4994,888451;4960,763302;34,125149;
15.01.2022/23:00;15.01.2022/22:00;NO1;4887,597992;4853,692942;33,90505;
16.01.2022/00:00;15.01.2022/23:00;NO1;4784,80221;4751,964117;32,838093;
16.01.2022/01:00;16.01.2022/00:00;NO1;4704,231412;4672,198724;32,032688;
16.01.2022/02:00;16.01.2022/01:00;NO1;4637,231371;4605,624747;31,606624;
16.01.2022/03:00;16.01.2022/02:00;NO1;4593,059668;4562,824592;30,235076;
16.01.2022/04:00;16.01.2022/03:00;NO1;4593,094769;4562,858818;30,235951;
16.01.2022/05:00;16.01.2022/04:00;NO1;4607,511383;4576,579749;30,931634;
16.01.2022/06:00;16.01.2022/05:00;NO1;4680,750705;4649,157922;31,592783;
16.01.2022/07:00;16.01.2022/06:00;NO1;4755,471978;4723,622771;31,849207;
16.01.2022/08:00;16.01.2022/07:00;NO1;4893,224135;4861,508124;31,716011;
16.01.2022/09:00;16.01.2022/08:00;NO1;5058,389384;5026,93788;31,451504;
16.01.2022/10:00;16.01.2022/09:00;NO1;5225,775257;5193,288737;32,48652;
16.01.2022/11:00;16.01.2022/10:00;NO1;5289,537189;5256,390741;33,146448;
16.01.2022/12:00;16.01.2022/11:00;NO1;5227,201159;5194,564278;32,636881;
16.01.2022/13:00;16.01.2022/12:00;NO1;5089,088541;5057,031976;32,056565;
16.01.2022/14:00;16.01.2022/13:00;NO1;5082,964993;5051,39195;31,573043;
16.01.2022/15:00;16.01.2022/14:00;NO1;5193,268321;5160,780954;32,487367;
16.01.2022/16:00;16.01.2022/15:00;NO1;5339,206432;5304,557214;34,649218;
16.01.2022/17:00;16.01.2022/16:00;NO1;5290,307915;5255,815166;34,492749;
16.01.2022/18:00;16.01.2022/17:00;NO1;5295,235611;5260,959732;34,275879;
16.01.2022/19:00;16.01.2022/18:00;NO1;5226,294272;5191,169821;35,124451;
16.01.2022/20:00;16.01.2022/19:00;NO1;5119,031619;5084,848607;34,183012;
16.01.2022/21:00;16.01.2022/20:00;NO1;4952,44429;4920,163594;32,280696;
16.01.2022/22:00;16.01.2022/21:00;NO1;4775,231049;4743,435008;31,796041;
16.01.2022/23:00;16.01.2022/22:00;NO1;4656,719948;4625,592055;31,127893;
17.01.2022/00:00;16.01.2022/23:00;NO1;4493,548806;4466,448388;27,100418;
17.01.2022/01:00;17.01.2022/00:00;NO1;4436,896095;4409,44398;27,452115;
17.01.2022/02:00;17.01.2022/01:00;NO1;4412,335667;4384,571634;27,764033;
17.01.2022/03:00;17.01.2022/02:00;NO1;4416,391475;4388,407876;27,983599;
17.01.2022/04:00;17.01.2022/03:00;NO1;4526,515623;4497,51083;29,004793;
17.01.2022/05:00;17.01.2022/04:00;NO1;4737,109844;4707,606464;29,50338;
17.01.2022/06:00;17.01.2022/05:00;NO1;5256,608073;5224,831117;31,776956;
17.01.2022/07:00;17.01.2022/06:00;NO1;5849,61529;5814,489397;35,125893;
17.01.2022/08:00;17.01.2022/07:00;NO1;6036,500148;6000,933871;35,566277;
17.01.2022/09:00;17.01.2022/08:00;NO1;5985,996061;5952,394341;33,60172;
17.01.2022/10:00;17.01.2022/09:00;NO1;5844,141127;5811,925525;32,215602;
17.01.2022/11:00;17.01.2022/10:00;NO1;5709,501172;5678,108972;31,3922;
17.01.2022/12:00;17.01.2022/11:00;NO1;5607,289747;5576,459802;30,829945;
17.01.2022/13:00;17.01.2022/12:00;NO1;5487,276093;5457,576625;29,699468;
17.01.2022/14:00;17.01.2022/13:00;NO1;5461,498115;5431,58029;29,917825;
17.01.2022/15:00;17.01.2022/14:00;NO1;5592,782262;5561,453013;31,329249;
17.01.2022/16:00;17.01.2022/15:00;NO1;5802,973284;5768,948343;34,024941;
17.01.2022/17:00;17.01.2022/16:00;NO1;5839,822895;5804,169773;35,653122;
17.01.2022/18:00;17.01.2022/17:00;NO1;5801,324318;5765,54346;35,780858;
17.01.2022/19:00;17.01.2022/18:00;NO1;5771,359018;5735,612401;35,746617;
17.01.2022/20:00;17.01.2022/19:00;NO1;5718,043188;5682,410838;35,63235;
17.01.2022/21:00;17.01.2022/20:00;NO1;5578,932248;5544,035347;34,896901;
17.01.2022/22:00;17.01.2022/21:00;NO1;5384,805765;5351,317455;33,48831;
17.01.2022/23:00;17.01.2022/22:00;NO1;5145,081606;5113,999349;31,082257;
18.01.2022/00:00;17.01.2022/23:00;NO1;4948,941943;4919,170853;29,77109;
18.01.2022/01:00;18.01.2022/00:00;NO1;4845,867064;4817,145804;28,72126;
18.01.2022/02:00;18.01.2022/01:00;NO1;4790,940054;4762,48113;28,458924;
18.01.2022/03:00;18.01.2022/02:00;NO1;4785,901403;4757,783001;28,118402;
18.01.2022/04:00;18.01.2022/03:00;NO1;4855,628196;4826,535877;29,092319;
18.01.2022/05:00;18.01.2022/04:00;NO1;5052,634075;5022,870757;29,763318;
18.01.2022/06:00;18.01.2022/05:00;NO1;5532,081048;5500,958072;31,122976;
18.01.2022/07:00;18.01.2022/06:00;NO1;5896,849545;5865,273034;31,576511;
18.01.2022/08:00;18.01.2022/07:00;NO1;6102,9513;6070,710727;32,240573;
18.01.2022/09:00;18.01.2022/08:00;NO1;6062,419074;6031,488945;30,930129;
18.01.2022/10:00;18.01.2022/09:00;NO1;6055,630379;6024,140122;31,490257;
18.01.2022/11:00;18.01.2022/10:00;NO1;6105,042004;6071,715887;33,326117;
18.01.2022/12:00;18.01.2022/11:00;NO1;6085,765343;6053,151864;32,613479;
18.01.2022/13:00;18.01.2022/12:00;NO1;6084,276218;6051,766172;32,510046;
18.01.2022/14:00;18.01.2022/13:00;NO1;6039,339079;6006,77805;32,561029;
18.01.2022/15:00;18.01.2022/14:00;NO1;6093,100599;6060,004989;33,09561;
18.01.2022/16:00;18.01.2022/15:00;NO1;6189,422693;6154,509343;34,91335;
18.01.2022/17:00;18.01.2022/16:00;NO1;6117,410312;6082,327361;35,082951;
18.01.2022/18:00;18.01.2022/17:00;NO1;5974,808077;5940,149693;34,658384;
18.01.2022/19:00;18.01.2022/18:00;NO1;5839,448853;5805,159987;34,288866;
18.01.2022/20:00;18.01.2022/19:00;NO1;5709,800859;5676,081846;33,719013;
18.01.2022/21:00;18.01.2022/20:00;NO1;5542,34178;5510,155671;32,186109;
18.01.2022/22:00;18.01.2022/21:00;NO1;5278,400832;5248,366735;30,034097;
18.01.2022/23:00;18.01.2022/22:00;NO1;5003,419153;4975,170082;28,249071;
19.01.2022/00:00;18.01.2022/23:00;NO1;4740,342623;4711,876665;28,465958;
19.01.2022/01:00;19.01.2022/00:00;NO1;4573,843138;4546,246992;27,596146;
19.01.2022/02:00;19.01.2022/01:00;NO1;4479,145813;4452,425912;26,719901;
19.01.2022/03:00;19.01.2022/02:00;NO1;4422,509351;4396,542968;25,966383;
19.01.2022/04:00;19.01.2022/03:00;NO1;4393,304143;4367,243612;26,060531;
19.01.2022/05:00;19.01.2022/04:00;NO1;4529,497989;4503,039842;26,458147;
19.01.2022/06:00;19.01.2022/05:00;NO1;5025,585694;4995,676487;29,909207;
19.01.2022/07:00;19.01.2022/06:00;NO1;5530,961229;5497,449861;33,511368;
19.01.2022/08:00;19.01.2022/07:00;NO1;5721,78241;5687,449107;34,333303;
19.01.2022/09:00;19.01.2022/08:00;NO1;5663,044793;5629,989588;33,055205;
19.01.2022/10:00;19.01.2022/09:00;NO1;5566,23225;5534,747589;31,484661;
19.01.2022/11:00;19.01.2022/10:00;NO1;5492,143192;5460,994359;31,148833;
19.01.2022/12:00;19.01.2022/11:00;NO1;5447,051596;5416,080105;30,971491;
19.01.2022/13:00;19.01.2022/12:00;NO1;5402,9863;5372,908158;30,078142;
19.01.2022/14:00;19.01.2022/13:00;NO1;5372,990525;5343,245951;29,744574;
19.01.2022/15:00;19.01.2022/14:00;NO1;5423,802613;5393,016351;30,786262;
19.01.2022/16:00;19.01.2022/15:00;NO1;5565,279812;5531,790905;33,488907;
19.01.2022/17:00;19.01.2022/16:00;NO1;5645,955165;5610,347543;35,607622;
19.01.2022/18:00;19.01.2022/17:00;NO1;5640,606802;5605,532914;35,073888;
19.01.2022/19:00;19.01.2022/18:00;NO1;5579,10528;5544,116363;34,988917;
19.01.2022/20:00;19.01.2022/19:00;NO1;5470,384317;5441,286867;29,09745;
19.01.2022/21:00;19.01.2022/20:00;NO1;5380,50969;5352,467476;28,042214;
19.01.2022/22:00;19.01.2022/21:00;NO1;5451,28019;5405,19877;46,08142;
19.01.2022/23:00;19.01.2022/22:00;NO1;5116,640262;5085,349835;31,290427;
20.01.2022/00:00;19.01.2022/23:00;NO1;4933,643555;4906,408273;27,235282;
20.01.2022/01:00;20.01.2022/00:00;NO1;4811,66966;4784,974775;26,694885;
20.01.2022/02:00;20.01.2022/01:00;NO1;4744,276148;4718,480468;25,79568;
20.01.2022/03:00;20.01.2022/02:00;NO1;4694,09524;4668,114352;25,980888;
20.01.2022/04:00;20.01.2022/03:00;NO1;4735,296656;4708,714589;26,582067;
20.01.2022/05:00;20.01.2022/04:00;NO1;4890,228806;4862,817093;27,411713;
20.01.2022/06:00;20.01.2022/05:00;NO1;5373,614602;5342,957451;30,657151;
20.01.2022/07:00;20.01.2022/06:00;NO1;5978,068968;5944,257387;33,811581;
20.01.2022/08:00;20.01.2022/07:00;NO1;6232,198202;6197,514728;34,683474;
20.01.2022/09:00;20.01.2022/08:00;NO1;6206,834055;6172,706012;34,128043;
20.01.2022/10:00;20.01.2022/09:00;NO1;6136,872857;6102,807328;34,065529;
20.01.2022/11:00;20.01.2022/10:00;NO1;6031,919148;5999,203194;32,715954;
20.01.2022/12:00;20.01.2022/11:00;NO1;5918,406868;5886,073276;32,333592;
20.01.2022/13:00;20.01.2022/12:00;NO1;5825,048163;5793,259356;31,788807;
20.01.2022/14:00;20.01.2022/13:00;NO1;5813,129053;5781,562284;31,566769;
20.01.2022/15:00;20.01.2022/14:00;NO1;5897,220102;5864,87196;32,348142;
20.01.2022/16:00;20.01.2022/15:00;NO1;6095,0207;6060,412097;34,608603;
20.01.2022/17:00;20.01.2022/16:00;NO1;6114,579456;6078,978627;35,600829;
20.01.2022/18:00;20.01.2022/17:00;NO1;6030,995826;5995,715596;35,28023;
20.01.2022/19:00;20.01.2022/18:00;NO1;5949,935917;5914,577818;35,358099;
20.01.2022/20:00;20.01.2022/19:00;NO1;5859,030695;5824,113704;34,916991;
20.01.2022/21:00;20.01.2022/20:00;NO1;5699,672549;5665,449593;34,222956;
20.01.2022/22:00;20.01.2022/21:00;NO1;5497,712785;5464,789559;32,923226;
20.01.2022/23:00;20.01.2022/22:00;NO1;5305,241276;5273,219605;32,021671;
21.01.2022/00:00;20.01.2022/23:00;NO1;5103,695491;5073,039352;30,656139;
21.01.2022/01:00;21.01.2022/00:00;NO1;4972,088197;4942,042429;30,045768;
21.01.2022/02:00;21.01.2022/01:00;NO1;4889,801132;4860,32308;29,478052;
21.01.2022/03:00;21.01.2022/02:00;NO1;4868,673702;4839,717246;28,956456;
21.01.2022/04:00;21.01.2022/03:00;NO1;4923,439292;4893,840271;29,599021;
21.01.2022/05:00;21.01.2022/04:00;NO1;5096,794834;5066,054249;30,740585;
21.01.2022/06:00;21.01.2022/05:00;NO1;5576,107473;5543,319117;32,788356;
21.01.2022/07:00;21.01.2022/06:00;NO1;6059,836808;6024,728822;35,107986;
21.01.2022/08:00;21.01.2022/07:00;NO1;6288,069749;6252,213541;35,856208;
21.01.2022/09:00;21.01.2022/08:00;NO1;6228,333431;6193,785079;34,548352;
21.01.2022/10:00;21.01.2022/09:00;NO1;6209,104103;6175,029936;34,074167;
21.01.2022/11:00;21.01.2022/10:00;NO1;6094,102978;6060,481582;33,621396;
21.01.2022/12:00;21.01.2022/11:00;NO1;5879,97857;5847,03558;32,94299;
21.01.2022/13:00;21.01.2022/12:00;NO1;5761,340999;5729,684211;31,656788;
21.01.2022/14:00;21.01.2022/13:00;NO1;5734,017073;5702,484196;31,532877;
21.01.2022/15:00;21.01.2022/14:00;NO1;5790,917168;5758,590633;32,326535;
21.01.2022/16:00;21.01.2022/15:00;NO1;5911,692967;5877,286988;34,405979;
21.01.2022/17:00;21.01.2022/16:00;NO1;5900,501108;5865,601861;34,899247;
21.01.2022/18:00;21.01.2022/17:00;NO1;5788,938252;5754,90707;34,031182;
21.01.2022/19:00;21.01.2022/18:00;NO1;5583,261058;5550,056372;33,204686;
21.01.2022/20:00;21.01.2022/19:00;NO1;5388,387891;5356,541248;31,846643;
21.01.2022/21:00;21.01.2022/20:00;NO1;5183,732087;5153,421306;30,310781;
21.01.2022/22:00;21.01.2022/21:00;NO1;4993,385414;4964,359786;29,025628;
21.01.2022/23:00;21.01.2022/22:00;NO1;4851,119055;4822,81914;28,299915;
22.01.2022/00:00;21.01.2022/23:00;NO1;4684,97404;4652,259063;32,714977;
22.01.2022/01:00;22.01.2022/00:00;NO1;4558,972862;4527,70332;31,269542;
22.01.2022/02:00;22.01.2022/01:00;NO1;4484,718718;4453,436634;31,282084;
22.01.2022/03:00;22.01.2022/02:00;NO1;4441,015698;4410,088316;30,927382;
22.01.2022/04:00;22.01.2022/03:00;NO1;4478,972865;4447,315077;31,657788;
22.01.2022/05:00;22.01.2022/04:00;NO1;4538,640296;4507,059749;31,580547;
22.01.2022/06:00;22.01.2022/05:00;NO1;4677,210051;4645,194889;32,015162;
22.01.2022/07:00;22.01.2022/06:00;NO1;4821,349197;4789,230159;32,119038;
22.01.2022/08:00;22.01.2022/07:00;NO1;5050,105743;5017,910605;32,195138;
22.01.2022/09:00;22.01.2022/08:00;NO1;5288,604934;5256,859932;31,745002;
22.01.2022/10:00;22.01.2022/09:00;NO1;5441,018685;5408,316787;32,701898;
22.01.2022/11:00;22.01.2022/10:00;NO1;5455,680881;5422,858077;32,822804;
22.01.2022/12:00;22.01.2022/11:00;NO1;5398,426909;5365,720525;32,706384;
22.01.2022/13:00;22.01.2022/12:00;NO1;5325,671412;5293,166146;32,505266;
22.01.2022/14:00;22.01.2022/13:00;NO1;5260,932364;5228,973242;31,959122;
22.01.2022/15:00;22.01.2022/14:00;NO1;5253,6807;5221,071272;32,609428;
22.01.2022/16:00;22.01.2022/15:00;NO1;5416,865914;5382,383038;34,482876;
22.01.2022/17:00;22.01.2022/16:00;NO1;5526,455497;5489,318052;37,137445;
22.01.2022/18:00;22.01.2022/17:00;NO1;5497,163678;5460,109075;37,054603;
22.01.2022/19:00;22.01.2022/18:00;NO1;5347,632154;5310,606637;37,025517;
22.01.2022/20:00;22.01.2022/19:00;NO1;5145,893956;5110,384986;35,50897;
22.01.2022/21:00;22.01.2022/20:00;NO1;4971,83488;4937,624408;34,210472;
22.01.2022/22:00;22.01.2022/21:00;NO1;4798,359097;4765,231539;33,127558;
22.01.2022/23:00;22.01.2022/22:00;NO1;4653,90153;4620,533454;33,368076;
23.01.2022/00:00;22.01.2022/23:00;NO1;4539,786393;4507,348457;32,437936;
23.01.2022/01:00;23.01.2022/00:00;NO1;4417,481331;4386,572502;30,908829;
23.01.2022/02:00;23.01.2022/01:00;NO1;4318,873206;4289,513467;29,359739;
23.01.2022/03:00;23.01.2022/02:00;NO1;4266,889599;4237,874219;29,01538;
23.01.2022/04:00;23.01.2022/03:00;NO1;4266,233114;4238,14295;28,090164;
23.01.2022/05:00;23.01.2022/04:00;NO1;4318,081362;4289,178081;28,903281;
23.01.2022/06:00;23.01.2022/05:00;NO1;4399,859589;4369,488452;30,371137;
23.01.2022/07:00;23.01.2022/06:00;NO1;4534,032197;4503,501214;30,530983;
23.01.2022/08:00;23.01.2022/07:00;NO1;4716,287167;4685,606987;30,68018;
23.01.2022/09:00;23.01.2022/08:00;NO1;4926,017602;4894,370871;31,646731;
23.01.2022/10:00;23.01.2022/09:00;NO1;5098,175452;5066,09305;32,082402;
23.01.2022/11:00;23.01.2022/10:00;NO1;5154,603587;5120,988566;33,615021;
23.01.2022/12:00;23.01.2022/11:00;NO1;5152,873683;5119,66627;33,207413;
23.01.2022/13:00;23.01.2022/12:00;NO1;5138,979863;5105,547782;33,432081;
23.01.2022/14:00;23.01.2022/13:00;NO1;5155,095383;5121,037192;34,058191;
23.01.2022/15:00;23.01.2022/14:00;NO1;5206,911291;5173,040847;33,870444;
23.01.2022/16:00;23.01.2022/15:00;NO1;5389,625461;5353,780031;35,84543;
23.01.2022/17:00;23.01.2022/16:00;NO1;5457,625204;5420,388297;37,236907;
23.01.2022/18:00;23.01.2022/17:00;NO1;5450,340386;5412,238813;38,101573;
23.01.2022/19:00;23.01.2022/18:00;NO1;5396,373196;5358,067614;38,305582;
23.01.2022/20:00;23.01.2022/19:00;NO1;5307,329213;5270,273271;37,055942;
23.01.2022/21:00;23.01.2022/20:00;NO1;5184,12052;5147,786775;36,333745;
23.01.2022/22:00;23.01.2022/21:00;NO1;4979,511575;4944,506052;35,005523;
23.01.2022/23:00;23.01.2022/22:00;NO1;4769,938119;4736,237898;33,700221;
24.01.2022/00:00;23.01.2022/23:00;NO1;4589,116436;4561,932131;27,184305;
24.01.2022/01:00;24.01.2022/00:00;NO1;4458,743601;4432,291878;26,451723;
24.01.2022/02:00;24.01.2022/01:00;NO1;4392,513406;4366,223333;26,290073;
24.01.2022/03:00;24.01.2022/02:00;NO1;4365,645111;4339,721396;25,923715;
24.01.2022/04:00;24.01.2022/03:00;NO1;4426,589935;4400,081906;26,508029;
24.01.2022/05:00;24.01.2022/04:00;NO1;4592,366606;4565,386507;26,980099;
24.01.2022/06:00;24.01.2022/05:00;NO1;5102,660186;5072,688881;29,971305;
24.01.2022/07:00;24.01.2022/06:00;NO1;5701,594388;5668,778705;32,815683;
24.01.2022/08:00;24.01.2022/07:00;NO1;5905,661753;5872,618688;33,043065;
24.01.2022/09:00;24.01.2022/08:00;NO1;5882,851979;5850,651921;32,200058;
24.01.2022/10:00;24.01.2022/09:00;NO1;5795,926386;5764,132965;31,793421;
24.01.2022/11:00;24.01.2022/10:00;NO1;5717,451189;5686,49072;30,960469;
24.01.2022/12:00;24.01.2022/11:00;NO1;5687,583716;5656,316677;31,267039;
24.01.2022/13:00;24.01.2022/12:00;NO1;5590,332802;5559,691327;30,641475;
24.01.2022/14:00;24.01.2022/13:00;NO1;5515,681755;5485,520291;30,161464;
24.01.2022/15:00;24.01.2022/14:00;NO1;5516,42557;5486,935642;29,489928;
24.01.2022/16:00;24.01.2022/15:00;NO1;5675,827243;5643,81031;32,016933;
24.01.2022/17:00;24.01.2022/16:00;NO1;5711,844068;5677,827577;34,016491;
24.01.2022/18:00;24.01.2022/17:00;NO1;5659,171698;5624,97838;34,193318;
24.01.2022/19:00;24.01.2022/18:00;NO1;5568,619246;5534,694824;33,924422;
24.01.2022/20:00;24.01.2022/19:00;NO1;5473,132952;5439,209168;33,923784;
24.01.2022/21:00;24.01.2022/20:00;NO1;5325,077537;5292,133324;32,944213;
24.01.2022/22:00;24.01.2022/21:00;NO1;5113,347031;5084,204784;29,142247;
24.01.2022/23:00;24.01.2022/22:00;NO1;4877,146269;4849,919582;27,226687;
25.01.2022/00:00;24.01.2022/23:00;NO1;4682,973977;4655,937844;27,036133;
25.01.2022/01:00;25.01.2022/00:00;NO1;4565,518986;4539,0033;26,515686;
25.01.2022/02:00;25.01.2022/01:00;NO1;4503,098632;4476,873707;26,224925;
25.01.2022/03:00;25.01.2022/02:00;NO1;4479,260635;4452,965995;26,29464;
25.01.2022/04:00;25.01.2022/03:00;NO1;4528,556071;4501,468091;27,08798;
25.01.2022/05:00;25.01.2022/04:00;NO1;4697,84702;4670,157199;27,689821;
25.01.2022/06:00;25.01.2022/05:00;NO1;5197,487883;5165,888123;31,59976;
25.01.2022/07:00;25.01.2022/06:00;NO1;5808,568629;5774,011857;34,556772;
25.01.2022/08:00;25.01.2022/07:00;NO1;5991,727115;5957,541275;34,18584;
25.01.2022/09:00;25.01.2022/08:00;NO1;5855,743014;5824,911602;30,831412;
25.01.2022/10:00;25.01.2022/09:00;NO1;5782,463751;5752,460665;30,003086;
25.01.2022/11:00;25.01.2022/10:00;NO1;5651,107675;5621,640926;29,466749;
25.01.2022/12:00;25.01.2022/11:00;NO1;5529,352167;5500,867966;28,484201;
25.01.2022/13:00;25.01.2022/12:00;NO1;5404,938555;5377,550527;27,388028;
25.01.2022/14:00;25.01.2022/13:00;NO1;5362,575582;5335,025908;27,549674;
25.01.2022/15:00;25.01.2022/14:00;NO1;5403,855716;5375,799607;28,056109;
25.01.2022/16:00;25.01.2022/15:00;NO1;5607,453159;5577,229912;30,223247;
25.01.2022/17:00;25.01.2022/16:00;NO1;5759,600494;5727,261832;32,338662;
25.01.2022/18:00;25.01.2022/17:00;NO1;5804,862075;5769,823923;35,038152;
25.01.2022/19:00;25.01.2022/18:00;NO1;5687,608824;5652,807832;34,800992;
25.01.2022/20:00;25.01.2022/19:00;NO1;5537,504835;5502,993541;34,511294;
25.01.2022/21:00;25.01.2022/20:00;NO1;5340,04328;5307,561134;32,482146;
25.01.2022/22:00;25.01.2022/21:00;NO1;5090,96372;5061,266714;29,697006;
25.01.2022/23:00;25.01.2022/22:00;NO1;4825,548887;4797,313717;28,23517;
26.01.2022/00:00;25.01.2022/23:00;NO1;4602,446539;4574,252535;28,194004;
26.01.2022/01:00;26.01.2022/00:00;NO1;4440,690176;4413,580394;27,109782;
26.01.2022/02:00;26.01.2022/01:00;NO1;4383,395089;4356,765854;26,629235;
26.01.2022/03:00;26.01.2022/02:00;NO1;4417,428122;4391,093412;26,33471;
26.01.2022/04:00;26.01.2022/03:00;NO1;4475,976174;4449,836654;26,13952;
26.01.2022/05:00;26.01.2022/04:00;NO1;4634,722576;4606,852109;27,870467;
26.01.2022/06:00;26.01.2022/05:00;NO1;5164,743542;5132,437436;32,306106;
26.01.2022/07:00;26.01.2022/06:00;NO1;5755,211776;5718,949308;36,262468;
26.01.2022/08:00;26.01.2022/07:00;NO1;5925,725735;5889,584062;36,141673;
26.01.2022/09:00;26.01.2022/08:00;NO1;5903,110457;5868,019498;35,090959;
